Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
74.04,0.783056,0.779608
74.05,0.783000,0.775466
74.06,0.782944,0.774091
74.07,0.782889,0.776224
74.08,0.782833,0.778905
74.09,0.782778,0.781061
74.10,0.782722,0.777169
74.11,0.782667,0.784208
74.12,0.782611,0.783129
74.13,0.782556,0.779260
74.14,0.782500,0.779195
74.15,0.782444,0.788984
74.16,0.782389,0.780915
74.17,0.782333,0.782778
74.18,0.782278,0.787086
74.19,0.782222,0.786415
74.20,0.782167,0.786605
74.21,0.782111,0.789830
74.22,0.782056,0.793876
74.23,0.782000,0.792953
74.24,0.781944,0.790073
74.25,0.781889,0.780906
74.26,0.781833,0.783388
74.27,0.781778,0.781062
74.28,0.781722,0.781855
74.29,0.781667,0.778425
74.30,0.781611,0.782244
74.31,0.781556,0.783196
74.32,0.781500,0.785684
74.33,0.781444,0.780747
74.34,0.781389,0.771794
74.35,0.781333,0.770606
74.36,0.781278,0.770295
74.37,0.781222,0.762449
74.38,0.781167,0.765050
74.39,0.781111,0.772795
74.40,0.781056,0.776482
74.41,0.781000,0.783283
74.42,0.780944,0.784698
74.43,0.780889,0.778832
74.44,0.780833,0.786482
74.45,0.780778,0.785889
74.46,0.780722,0.777352
74.47,0.780667,0.773420
74.48,0.780611,0.778430
74.49,0.780556,0.782315
74.50,0.780500,0.776835
74.51,0.780444,0.772184
74.52,0.780389,0.767696
74.53,0.780333,0.766515
74.54,0.780278,0.767262
74.55,0.780222,0.772486
74.56,0.780167,0.780238
74.57,0.780111,0.776811
74.58,0.780056,0.778639
74.59,0.780000,0.775997
74.60,0.779944,0.771881
74.61,0.779889,0.779543
74.62,0.779833,0.777914
74.63,0.779778,0.770158
74.64,0.779722,0.769600
74.65,0.779667,0.769477
74.66,0.779611,0.769985
74.67,0.779556,0.773093
74.68,0.779500,0.768437
74.69,0.779444,0.773904
74.70,0.779389,0.774663
74.71,0.779333,0.770155
74.72,0.779278,0.771361
74.73,0.779222,0.772313
74.74,0.779167,0.772914
74.75,0.779111,0.766471
74.76,0.779056,0.766338
74.77,0.779000,0.772703
74.78,0.778944,0.770979
74.79,0.778889,0.770677
74.80,0.778833,0.768082
74.81,0.778778,0.763689
74.82,0.778722,0.766581
74.83,0.778667,0.757421
74.84,0.778611,0.759277
74.85,0.778556,0.756873
74.86,0.778500,0.754243
74.87,0.778444,0.748775
74.88,0.778389,0.756913
74.89,0.778333,0.752493
74.90,0.778278,0.752003
74.91,0.778222,0.752792
74.92,0.778167,0.753125
74.93,0.778111,0.752716
74.94,0.778056,0.745507
74.95,0.778000,0.748931
74.96,0.777944,0.742589
74.97,0.777889,0.750723
74.98,0.777833,0.757299
74.99,0.777778,0.748760
75.00,0.777778,0.749911
75.01,0.777778,0.752589
75.02,0.777778,0.762815
75.03,0.777778,0.770572
75.04,0.777778,0.768512
75.05,0.777778,0.772082
75.06,0.777778,0.779289
75.07,0.777778,0.785082
75.08,0.777778,0.781128
75.09,0.777778,0.780467
75.10,0.777778,0.773751
75.11,0.777778,0.781421
75.12,0.777778,0.782215
75.13,0.777778,0.776481
75.14,0.777778,0.777244
75.15,0.777778,0.774416
75.16,0.777778,0.779649
75.17,0.777778,0.777464
75.18,0.777778,0.777144
75.19,0.777778,0.775051
75.20,0.777778,0.769891
75.21,0.777778,0.776544
75.22,0.777778,0.769129
75.23,0.777778,0.765128
75.24,0.777778,0.761900
75.25,0.777778,0.763609
75.26,0.777778,0.767142
75.27,0.777778,0.775049
75.28,0.777778,0.776592
75.29,0.777778,0.774412
75.30,0.777778,0.776501
75.31,0.777778,0.772440
75.32,0.777778,0.770414
75.33,0.777778,0.770657
75.34,0.777778,0.768693
75.35,0.777778,0.764707
75.36,0.777778,0.764633
75.37,0.777778,0.773573
75.38,0.777778,0.773179
75.39,0.777778,0.767774
75.40,0.777778,0.776181
75.41,0.777778,0.769723
75.42,0.777778,0.769048
75.43,0.777778,0.763793
75.44,0.777778,0.772974
75.45,0.777778,0.770719
75.46,0.777778,0.764772
75.47,0.777778,0.762187
75.48,0.777778,0.754560
75.49,0.777778,0.756954
75.50,0.777778,0.748575
75.51,0.777778,0.745107
75.52,0.777778,0.742501
75.53,0.777778,0.749311
75.54,0.777778,0.753883
75.55,0.777778,0.759856
75.56,0.777778,0.760481
75.57,0.777778,0.754486
75.58,0.777778,0.750593
75.59,0.777778,0.754593
75.60,0.777778,0.757192
75.61,0.777778,0.752257
75.62,0.777778,0.753578
75.63,0.777778,0.749404
75.64,0.777778,0.751458
75.65,0.777778,0.761290
75.66,0.777778,0.764167
75.67,0.777778,0.766726
75.68,0.777778,0.774011
75.69,0.777778,0.767621
75.70,0.777778,0.766914
75.71,0.777778,0.763298
75.72,0.777778,0.760334
75.73,0.777778,0.759472
75.74,0.777778,0.759898
75.75,0.777778,0.765650
75.76,0.777778,0.759885
75.77,0.777778,0.764487
75.78,0.777778,0.765987
75.79,0.777778,0.765544
75.80,0.777778,0.766276
75.81,0.777778,0.768441
75.82,0.777778,0.777443
75.83,0.777778,0.778575
75.84,0.777778,0.775796
75.85,0.777778,0.780131
75.86,0.777778,0.780018
75.87,0.777778,0.782418
75.88,0.777778,0.781588
75.89,0.777778,0.777753
75.90,0.777778,0.775416
75.91,0.777778,0.774948
75.92,0.777778,0.778894
75.93,0.777778,0.779870
75.94,0.777778,0.782586
75.95,0.777778,0.783427
75.96,0.777778,0.792298
75.97,0.777778,0.781680
75.98,0.777778,0.776058
75.99,0.777778,0.782997
76.00,0.777778,0.780257
76.01,0.777778,0.777622
76.02,0.777778,0.782516
76.03,0.777778,0.786079
76.04,0.777778,0.784905
76.05,0.777778,0.782415
76.06,0.777778,0.773000
76.07,0.777778,0.776288
76.08,0.777778,0.772332
76.09,0.777778,0.777003
76.10,0.777778,0.773334
76.11,0.777778,0.771793
76.12,0.777778,0.774809
76.13,0.777778,0.781171
76.14,0.777778,0.790234
76.15,0.777778,0.794254
76.16,0.777778,0.790065
76.17,0.777778,0.786972
76.18,0.777778,0.785666
76.19,0.777778,0.789542
76.20,0.777778,0.787305
76.21,0.777778,0.787873
76.22,0.777778,0.789473
76.23,0.777778,0.792896
76.24,0.777778,0.792634
76.25,0.777778,0.797307
76.26,0.777778,0.794792
76.27,0.777778,0.793838
76.28,0.777778,0.791451
76.29,0.777778,0.786431
76.30,0.777778,0.780441
76.31,0.777778,0.781685
76.32,0.777778,0.776811
76.33,0.777778,0.774420
76.34,0.777778,0.770543
76.35,0.777778,0.777176
76.36,0.777778,0.778226
76.37,0.777778,0.775675
76.38,0.777778,0.770810
76.39,0.777778,0.775128
76.40,0.777778,0.778662
76.41,0.777778,0.770027
76.42,0.777778,0.768304
76.43,0.777778,0.761825
76.44,0.777778,0.765427
76.45,0.777778,0.764707
76.46,0.777778,0.764536
76.47,0.777778,0.774112
76.48,0.777778,0.783548
76.49,0.777778,0.780705
76.50,0.777778,0.781108
76.51,0.777778,0.776572
76.52,0.777778,0.772200
76.53,0.777778,0.769454
76.54,0.777778,0.771518
76.55,0.777778,0.774869
76.56,0.777778,0.768883
76.57,0.777778,0.773586
76.58,0.777778,0.777592
76.59,0.777778,0.783757
76.60,0.777778,0.784567
76.61,0.777778,0.776449
76.62,0.777778,0.778995
76.63,0.777778,0.779559
76.64,0.777778,0.777694
76.65,0.777778,0.784488
76.66,0.777778,0.783286
76.67,0.777778,0.783171
76.68,0.777778,0.777203
76.69,0.777778,0.778253
76.70,0.777778,0.777491
76.71,0.777778,0.778114
76.72,0.777778,0.780072
76.73,0.777778,0.779347
76.74,0.777778,0.783253
76.75,0.777778,0.779057
76.76,0.777778,0.776271
76.77,0.777778,0.772123
76.78,0.777778,0.772736
76.79,0.777778,0.777093
76.80,0.777778,0.784325
76.81,0.777778,0.776952
76.82,0.777778,0.778639
76.83,0.777778,0.776710
76.84,0.777778,0.772857
76.85,0.777778,0.777729
76.86,0.777778,0.779388
76.87,0.777778,0.777326
76.88,0.777778,0.772509
76.89,0.777778,0.782942
76.90,0.777778,0.785040
76.91,0.777778,0.792504
76.92,0.777778,0.795403
76.93,0.777778,0.793277
76.94,0.777778,0.794162
76.95,0.777778,0.786536
76.96,0.777778,0.789133
76.97,0.777778,0.787343
76.98,0.777778,0.786452
76.99,0.777778,0.788526
77.00,0.777778,0.786339
77.01,0.777778,0.786849
77.02,0.777778,0.787126
77.03,0.777778,0.784882
77.04,0.777778,0.784498
77.05,0.777778,0.775965
77.06,0.777778,0.774860
77.07,0.777778,0.773795
77.08,0.777778,0.775596
77.09,0.777778,0.776600
77.10,0.777778,0.776940
77.11,0.777778,0.775380
77.12,0.777778,0.777854
77.13,0.777778,0.770822
77.14,0.777778,0.769592
77.15,0.777778,0.762440
77.16,0.777778,0.754398
77.17,0.777778,0.757641
77.18,0.777778,0.757935
77.19,0.777778,0.758850
77.20,0.777778,0.760565
77.21,0.777778,0.762745
77.22,0.777778,0.762017
77.23,0.777778,0.757970
77.24,0.777778,0.767049
77.25,0.777778,0.771923
77.26,0.777778,0.773374
77.27,0.777778,0.774984
77.28,0.777778,0.770154
77.29,0.777778,0.772828
77.30,0.777778,0.769227
77.31,0.777778,0.762510
77.32,0.777778,0.761485
77.33,0.777778,0.763844
77.34,0.777778,0.763286
77.35,0.777778,0.765161
77.36,0.777778,0.764241
77.37,0.777778,0.761262
77.38,0.777778,0.762897
77.39,0.777778,0.762477
77.40,0.777778,0.765008
77.41,0.777778,0.762633
77.42,0.777778,0.771436
77.43,0.777778,0.768719
77.44,0.777778,0.767672
77.45,0.777778,0.775141
77.46,0.777778,0.769572
77.47,0.777778,0.778019
77.48,0.777778,0.773390
77.49,0.777778,0.774788
77.50,0.777778,0.776975
77.51,0.777778,0.771968
77.52,0.777778,0.766617
77.53,0.777778,0.772660
77.54,0.777778,0.780683
77.55,0.777778,0.780351
77.56,0.777778,0.784954
77.57,0.777778,0.792427
77.58,0.777778,0.787697
77.59,0.777778,0.797266
77.60,0.777778,0.793929
77.61,0.777778,0.798772
77.62,0.777778,0.798727
77.63,0.777778,0.799940
77.64,0.777778,0.799746
77.65,0.777778,0.803854
77.66,0.777778,0.803731
77.67,0.777778,0.804870
77.68,0.777778,0.800421
77.69,0.777778,0.798959
77.70,0.777778,0.790535
77.71,0.777778,0.784303
77.72,0.777778,0.785205
77.73,0.777778,0.788898
77.74,0.777778,0.787747
77.75,0.777778,0.784337
77.76,0.777778,0.792037
77.77,0.777778,0.790354
77.78,0.777778,0.788311
77.79,0.777778,0.789480
77.80,0.777778,0.791235
77.81,0.777778,0.795332
77.82,0.777778,0.788712
77.83,0.777778,0.790388
77.84,0.777778,0.790021
77.85,0.777778,0.787466
77.86,0.777778,0.790655
77.87,0.777778,0.796972
77.88,0.777778,0.796470
77.89,0.777778,0.792739
77.90,0.777778,0.791656
77.91,0.777778,0.788726
77.92,0.777778,0.780255
77.93,0.777778,0.780255
77.94,0.777778,0.783709
77.95,0.777778,0.786405
77.96,0.777778,0.780425
77.97,0.777778,0.782616
77.98,0.777778,0.783992
77.99,0.777778,0.785637
78.00,0.777778,0.786280
78.01,0.777778,0.781348
78.02,0.777778,0.785177
78.03,0.777778,0.783951
78.04,0.777778,0.787999
78.05,0.777778,0.788242
78.06,0.777778,0.789622
78.07,0.777778,0.795245
78.08,0.777778,0.797104
78.09,0.777778,0.791259
78.10,0.777778,0.797763
78.11,0.777778,0.794091
78.12,0.777778,0.797143
78.13,0.777778,0.792969
78.14,0.777778,0.795852
78.15,0.777778,0.793078
78.16,0.777778,0.784865
78.17,0.777778,0.780509
78.18,0.777778,0.775476
78.19,0.777778,0.779829
78.20,0.777778,0.786119
78.21,0.777778,0.783391
78.22,0.777778,0.786727
78.23,0.777778,0.786069
78.24,0.777778,0.783662
78.25,0.777778,0.780502
78.26,0.777778,0.776310
78.27,0.777778,0.778647
78.28,0.777778,0.782472
78.29,0.777778,0.775379
78.30,0.777778,0.776917
78.31,0.777778,0.777138
78.32,0.777778,0.775161
78.33,0.777778,0.780365
78.34,0.777778,0.781614
78.35,0.777778,0.775598
78.36,0.777778,0.781730
78.37,0.777778,0.783765
78.38,0.777778,0.781230
78.39,0.777778,0.775123
78.40,0.777778,0.766520
78.41,0.777778,0.765869
78.42,0.777778,0.776117
78.43,0.777778,0.774378
78.44,0.777778,0.775530
78.45,0.777778,0.776954
78.46,0.777778,0.775289
78.47,0.777778,0.773586
78.48,0.777778,0.779577
78.49,0.777778,0.779179
78.50,0.777778,0.777957
78.51,0.777778,0.772283
78.52,0.777778,0.772783
78.53,0.777778,0.781419
78.54,0.777778,0.779909
78.55,0.777778,0.780333
78.56,0.777778,0.776979
78.57,0.777778,0.772805
78.58,0.777778,0.773280
78.59,0.777778,0.766105
78.60,0.777778,0.761074
78.61,0.777778,0.763025
78.62,0.777778,0.764486
78.63,0.777778,0.773324
78.64,0.777778,0.767513
78.65,0.777778,0.764211
78.66,0.777778,0.773269
78.67,0.777778,0.770177
78.68,0.777778,0.773892
78.69,0.777778,0.771198
78.70,0.777778,0.765984
78.71,0.777778,0.763363
78.72,0.777778,0.769309
78.73,0.777778,0.771377
78.74,0.777778,0.774628
78.75,0.777778,0.769604
78.76,0.777778,0.766019
78.77,0.777778,0.770726
78.78,0.777778,0.770555
78.79,0.777778,0.770909
78.80,0.777778,0.765183
78.81,0.777778,0.766258
78.82,0.777778,0.762481
78.83,0.777778,0.755910
78.84,0.777778,0.755435
78.85,0.777778,0.755295
78.86,0.777778,0.758819
78.87,0.777778,0.752802
78.88,0.777778,0.753696
78.89,0.777778,0.753305
78.90,0.777778,0.758159
78.91,0.777778,0.761266
78.92,0.777778,0.764259
78.93,0.777778,0.770178
78.94,0.777778,0.772114
78.95,0.777778,0.768545
78.96,0.777778,0.775456
78.97,0.777778,0.767999
78.98,0.777778,0.765416
78.99,0.777778,0.758949
79.00,0.777778,0.757530
79.01,0.777778,0.754803
79.02,0.777778,0.759805
79.03,0.777778,0.762744
79.04,0.777778,0.756580
79.05,0.777778,0.761518
79.06,0.777778,0.764391
79.07,0.777778,0.758793
79.08,0.777778,0.758002
79.09,0.777778,0.766961
79.10,0.777778,0.767546
79.11,0.777778,0.769359
79.12,0.777778,0.764207
79.13,0.777778,0.770953
79.14,0.777778,0.776928
79.15,0.777778,0.770975
79.16,0.777778,0.767957
79.17,0.777778,0.767243
79.18,0.777778,0.765510
79.19,0.777778,0.765729
79.20,0.777778,0.770743
79.21,0.777778,0.772545
79.22,0.777778,0.775639
79.23,0.777778,0.769733
79.24,0.777778,0.770628
79.25,0.777778,0.773686
79.26,0.777778,0.773605
79.27,0.777778,0.775612
79.28,0.777778,0.776398
79.29,0.777778,0.767222
79.30,0.777778,0.768522
79.31,0.777778,0.767160
79.32,0.777778,0.767519
79.33,0.777778,0.763158
79.34,0.777778,0.768158
79.35,0.777778,0.766811
79.36,0.777778,0.760701
79.37,0.777778,0.763384
79.38,0.777778,0.761265
79.39,0.777778,0.756299
79.40,0.777778,0.761554
79.41,0.777778,0.764103
79.42,0.777778,0.760916
79.43,0.777778,0.760673
79.44,0.777778,0.758550
79.45,0.777778,0.758392
79.46,0.777778,0.756144
79.47,0.777778,0.754395
79.48,0.777778,0.757835
79.49,0.777778,0.764599
79.50,0.777778,0.764220
79.51,0.777778,0.766258
79.52,0.777778,0.760170
79.53,0.777778,0.760052
79.54,0.777778,0.758371
79.55,0.777778,0.764074
79.56,0.777778,0.767059
79.57,0.777778,0.769095
79.58,0.777778,0.773881
79.59,0.777778,0.775149
79.60,0.777778,0.771560
79.61,0.777778,0.765073
79.62,0.777778,0.770319
79.63,0.777778,0.762831
79.64,0.777778,0.756558
79.65,0.777778,0.752916
79.66,0.777778,0.752229
79.67,0.777778,0.751249
79.68,0.777778,0.752505
79.69,0.777778,0.761761
79.70,0.777778,0.758764
79.71,0.777778,0.757654
79.72,0.777778,0.755643
79.73,0.777778,0.757570
79.74,0.777778,0.753682
79.75,0.777778,0.754533
79.76,0.777778,0.755770
79.77,0.777778,0.751319
79.78,0.777778,0.752571
79.79,0.777778,0.757439
79.80,0.777778,0.761081
79.81,0.777778,0.770760
79.82,0.777778,0.773187
79.83,0.777778,0.776572
79.84,0.777778,0.777745
79.85,0.777778,0.782846
79.86,0.777778,0.783266
79.87,0.777778,0.780219
79.88,0.777778,0.777392
79.89,0.777778,0.785849
79.90,0.777778,0.785216
79.91,0.777778,0.782206
79.92,0.777778,0.782546
79.93,0.777778,0.785691
79.94,0.777778,0.781411
79.95,0.777778,0.777492
79.96,0.777778,0.768388
79.97,0.777778,0.769127
79.98,0.777778,0.766283
79.99,0.777778,0.766362
80.00,0.777722,0.761888
80.01,0.777667,0.755382
80.02,0.777611,0.762173
80.03,0.777556,0.767254
80.04,0.777500,0.768173
80.05,0.777444,0.767286
80.06,0.777389,0.767474
80.07,0.777333,0.767022
80.08,0.777278,0.768463
80.09,0.777222,0.764626
80.10,0.777167,0.765732
80.11,0.777111,0.761782
80.12,0.777056,0.758393
80.13,0.777000,0.767034
80.14,0.776944,0.770449
80.15,0.776889,0.778647
80.16,0.776833,0.776093
80.17,0.776778,0.778858
80.18,0.776722,0.783506
80.19,0.776667,0.784121
80.20,0.776611,0.786587
80.21,0.776556,0.792098
80.22,0.776500,0.794585
80.23,0.776444,0.801995
80.24,0.776389,0.796489
80.25,0.776333,0.786688
80.26,0.776278,0.781212
80.27,0.776222,0.780424
80.28,0.776167,0.777575
80.29,0.776111,0.773679
80.30,0.776056,0.775359
80.31,0.776000,0.770812
80.32,0.775944,0.776666
80.33,0.775889,0.782409
80.34,0.775833,0.780731
80.35,0.775778,0.781830
80.36,0.775722,0.775047
80.37,0.775667,0.771224
80.38,0.775611,0.767226
80.39,0.775556,0.770372
80.40,0.775500,0.780194
80.41,0.775444,0.780359
80.42,0.775389,0.783544
80.43,0.775333,0.784207
80.44,0.775278,0.792474
80.45,0.775222,0.786231
80.46,0.775167,0.779271
80.47,0.775111,0.785830
80.48,0.775056,0.787344
80.49,0.775000,0.787863
80.50,0.774944,0.787000
80.51,0.774889,0.788359
80.52,0.774833,0.792172
80.53,0.774778,0.791144
80.54,0.774722,0.794221
80.55,0.774667,0.790186
80.56,0.774611,0.795912
80.57,0.774556,0.800588
80.58,0.774500,0.799768
80.59,0.774444,0.801693
80.60,0.774389,0.803959
80.61,0.774333,0.801858
80.62,0.774278,0.801507
80.63,0.774222,0.804926
80.64,0.774167,0.802474
80.65,0.774111,0.798748
80.66,0.774056,0.800375
80.67,0.774000,0.797246
80.68,0.773944,0.794017
80.69,0.773889,0.794978
80.70,0.773833,0.791934
80.71,0.773778,0.794012
80.72,0.773722,0.790891
80.73,0.773667,0.792999
80.74,0.773611,0.786568
80.75,0.773556,0.782669
80.76,0.773500,0.782041
80.77,0.773444,0.778300
80.78,0.773389,0.775524
80.79,0.773333,0.775983
80.80,0.773278,0.777574
80.81,0.773222,0.770855
80.82,0.773167,0.769393
80.83,0.773111,0.771949
80.84,0.773056,0.764380
80.85,0.773000,0.764086
80.86,0.772944,0.759516
80.87,0.772889,0.753440
80.88,0.772833,0.749776
80.89,0.772778,0.751252
80.90,0.772722,0.753200
80.91,0.772667,0.751730
80.92,0.772611,0.748745
80.93,0.772556,0.742521
80.94,0.772500,0.739968
80.95,0.772444,0.744085
80.96,0.772389,0.749825
80.97,0.772333,0.753998
80.98,0.772278,0.754775
80.99,0.772222,0.761790
81.00,0.772167,0.765622
81.01,0.772111,0.762736
81.02,0.772056,0.767472
81.03,0.772000,0.764307
81.04,0.771944,0.758955
81.05,0.771889,0.764655
81.06,0.771833,0.761271
81.07,0.771778,0.767408
81.08,0.771722,0.760890
81.09,0.771667,0.760766
81.10,0.771611,0.768273
81.11,0.771556,0.773105
81.12,0.771500,0.772640
81.13,0.771444,0.778035
81.14,0.771389,0.771015
81.15,0.771333,0.767905
81.16,0.771278,0.760099
81.17,0.771222,0.763228
81.18,0.771167,0.760601
81.19,0.771111,0.762767
81.20,0.771056,0.756912
81.21,0.771000,0.760459
81.22,0.770944,0.761053
81.23,0.770889,0.767051
81.24,0.770833,0.772621
81.25,0.770778,0.769219
81.26,0.770722,0.766249
81.27,0.770667,0.770694
81.28,0.770611,0.768504
81.29,0.770556,0.770981
81.30,0.770500,0.775873
81.31,0.770444,0.775261
81.32,0.770389,0.772997
81.33,0.770333,0.774571
81.34,0.770278,0.772958
81.35,0.770222,0.772653
81.36,0.770167,0.765986
81.37,0.770111,0.765098
81.38,0.770056,0.755674
81.39,0.770000,0.753691
81.40,0.769944,0.762426
81.41,0.769889,0.758940
81.42,0.769833,0.758500
81.43,0.769778,0.757132
81.44,0.769722,0.755396
81.45,0.769667,0.761032
81.46,0.769611,0.760513
81.47,0.769556,0.765018
81.48,0.769500,0.762571
81.49,0.769444,0.761877
81.50,0.769389,0.769980
81.51,0.769333,0.773192
81.52,0.769278,0.775036
81.53,0.769222,0.770752
81.54,0.769167,0.772260
81.55,0.769111,0.768808
81.56,0.769056,0.774352
81.57,0.769000,0.770820
81.58,0.768944,0.767312
81.59,0.768889,0.768623
81.60,0.768833,0.767069
81.61,0.768778,0.770998
81.62,0.768722,0.767790
81.63,0.768667,0.761354
81.64,0.768611,0.758909
81.65,0.768556,0.762917
81.66,0.768500,0.765526
81.67,0.768444,0.765327
81.68,0.768389,0.766591
81.69,0.768333,0.770523
81.70,0.768278,0.774622
81.71,0.768222,0.775333
81.72,0.768167,0.777999
81.73,0.768111,0.772004
81.74,0.768056,0.766227
81.75,0.768000,0.765041
81.76,0.767944,0.761808
81.77,0.767889,0.764846
81.78,0.767833,0.755353
81.79,0.767778,0.749960
81.80,0.767722,0.745912
81.81,0.767667,0.744198
81.82,0.767611,0.747762
81.83,0.767556,0.744518
81.84,0.767500,0.743059
81.85,0.767444,0.744264
81.86,0.767389,0.750535
81.87,0.767333,0.755326
81.88,0.767278,0.754512
81.89,0.767222,0.750696
81.90,0.767167,0.752134
81.91,0.767111,0.754558
81.92,0.767056,0.757730
81.93,0.767000,0.756924
81.94,0.766944,0.753533
81.95,0.766889,0.754749
81.96,0.766833,0.757173
81.97,0.766778,0.765457
81.98,0.766722,0.768743
81.99,0.766667,0.762723
82.00,0.766611,0.761718
82.01,0.766556,0.762109
82.02,0.766500,0.765821
82.03,0.766444,0.762716
82.04,0.766389,0.753144
82.05,0.766333,0.752581
82.06,0.766278,0.761321
82.07,0.766222,0.759514
82.08,0.766167,0.751509
82.09,0.766111,0.752663
82.10,0.766056,0.754611
82.11,0.766000,0.762745
82.12,0.765944,0.762548
82.13,0.765889,0.760579
82.14,0.765833,0.762963
82.15,0.765778,0.761292
82.16,0.765722,0.765415
82.17,0.765667,0.763543
82.18,0.765611,0.767681
82.19,0.765556,0.767078
82.20,0.765500,0.767848
82.21,0.765444,0.772347
82.22,0.765389,0.770209
82.23,0.765333,0.773885
82.24,0.765278,0.770226
82.25,0.765222,0.769311
82.26,0.765167,0.768845
82.27,0.765111,0.771730
82.28,0.765056,0.764598
82.29,0.765000,0.764925
82.30,0.764944,0.768051
82.31,0.764889,0.771166
82.32,0.764833,0.770307
82.33,0.764778,0.772499
82.34,0.764722,0.773152
82.35,0.764667,0.780350
82.36,0.764611,0.775806
82.37,0.764556,0.773614
82.38,0.764500,0.771401
82.39,0.764444,0.770204
82.40,0.764389,0.772284
82.41,0.764333,0.771470
82.42,0.764278,0.776939
82.43,0.764222,0.778242
82.44,0.764167,0.779289
82.45,0.764111,0.772054
82.46,0.764056,0.771755
82.47,0.764000,0.763746
82.48,0.763944,0.762179
82.49,0.763889,0.757225
82.50,0.763833,0.757979
82.51,0.763778,0.753907
82.52,0.763722,0.750607
82.53,0.763667,0.745655
82.54,0.763611,0.745992
82.55,0.763556,0.753302
82.56,0.763500,0.747827
82.57,0.763444,0.752457
82.58,0.763389,0.751386
82.59,0.763333,0.747431
82.60,0.763278,0.746854
82.61,0.763222,0.746922
82.62,0.763167,0.747092
82.63,0.763111,0.743080
82.64,0.763056,0.743799
82.65,0.763000,0.744803
82.66,0.762944,0.751613
82.67,0.762889,0.756504
82.68,0.762833,0.751724
82.69,0.762778,0.745969
82.70,0.762722,0.752105
82.71,0.762667,0.746958
82.72,0.762611,0.748571
82.73,0.762556,0.753354
82.74,0.762500,0.758482
82.75,0.762444,0.757264
82.76,0.762389,0.762766
82.77,0.762333,0.754405
82.78,0.762278,0.751873
82.79,0.762222,0.759442
82.80,0.762167,0.763815
82.81,0.762111,0.760728
82.82,0.762056,0.753470
82.83,0.762000,0.750125
82.84,0.761944,0.753055
82.85,0.761889,0.759004
82.86,0.761833,0.761814
82.87,0.761778,0.766917
82.88,0.761722,0.768601
82.89,0.761667,0.767508
82.90,0.761611,0.765929
82.91,0.761556,0.760235
82.92,0.761500,0.759021
82.93,0.761444,0.759207
82.94,0.761389,0.765119
82.95,0.761333,0.771024
82.96,0.761278,0.767119
82.97,0.761222,0.766894
82.98,0.761167,0.761673
82.99,0.761111,0.763422
83.00,0.761056,0.767499
83.01,0.761000,0.764753
83.02,0.760944,0.761791
83.03,0.760889,0.757685
83.04,0.760833,0.749866
83.05,0.760778,0.756720
83.06,0.760722,0.755086
83.07,0.760667,0.754548
83.08,0.760611,0.755176
83.09,0.760556,0.747332
83.10,0.760500,0.752179
83.11,0.760444,0.754142
83.12,0.760389,0.758428
83.13,0.760333,0.754003
83.14,0.760278,0.750886
83.15,0.760222,0.750690
83.16,0.760167,0.753941
83.17,0.760111,0.753007
83.18,0.760056,0.749501
83.19,0.760000,0.749039
83.20,0.759944,0.757662
83.21,0.759889,0.753977
83.22,0.759833,0.755220
83.23,0.759778,0.759338
83.24,0.759722,0.767788
83.25,0.759667,0.762061
83.26,0.759611,0.759563
83.27,0.759556,0.751840
83.28,0.759500,0.746792
83.29,0.759444,0.750475
83.30,0.759389,0.748810
83.31,0.759333,0.755232
83.32,0.759278,0.753702
83.33,0.759222,0.753269
83.34,0.759167,0.750456
83.35,0.759111,0.749095
83.36,0.759056,0.743301
83.37,0.759000,0.749910
83.38,0.758944,0.743246
83.39,0.758889,0.740886
83.40,0.758833,0.740179
83.41,0.758778,0.731463
83.42,0.758722,0.740055
83.43,0.758667,0.736655
83.44,0.758611,0.745054
83.45,0.758556,0.744493
83.46,0.758500,0.748748
83.47,0.758444,0.746069
83.48,0.758389,0.746092
83.49,0.758333,0.738707
83.50,0.758278,0.731691
83.51,0.758222,0.729098
83.52,0.758167,0.730245
83.53,0.758111,0.722693
83.54,0.758056,0.724483
83.55,0.758000,0.730269
83.56,0.757944,0.734282
83.57,0.757889,0.730744
83.58,0.757833,0.735568
83.59,0.757778,0.729166
83.60,0.757722,0.734567
83.61,0.757667,0.735494
83.62,0.757611,0.734305
83.63,0.757556,0.734301
83.64,0.757500,0.742631
83.65,0.757444,0.747320
83.66,0.757389,0.752985
83.67,0.757333,0.757295
83.68,0.757278,0.749880
83.69,0.757222,0.751488
83.70,0.757167,0.741880
83.71,0.757111,0.741899
83.72,0.757056,0.743370
83.73,0.757000,0.746140
83.74,0.756944,0.743802
83.75,0.756889,0.736543
83.76,0.756833,0.734547
83.77,0.756778,0.742525
83.78,0.756722,0.749897
83.79,0.756667,0.751373
83.80,0.756611,0.757274
83.81,0.756556,0.754308
83.82,0.756500,0.759265
83.83,0.756444,0.756640
83.84,0.756389,0.755051
83.85,0.756333,0.761019
83.86,0.756278,0.755096
83.87,0.756222,0.759182
83.88,0.756167,0.753008
83.89,0.756111,0.752057
83.90,0.756056,0.749163
83.91,0.756000,0.744707
83.92,0.755944,0.741555
83.93,0.755889,0.743830
83.94,0.755833,0.747272
83.95,0.755778,0.739851
83.96,0.755722,0.739368
83.97,0.755667,0.740775
83.98,0.755611,0.743477
83.99,0.755556,0.745352
84.00,0.755500,0.737364
