Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
84.01,0.755444,0.733416
84.02,0.755389,0.732004
84.03,0.755333,0.731057
84.04,0.755278,0.726390
84.05,0.755222,0.724912
84.06,0.755167,0.724215
84.07,0.755111,0.722291
84.08,0.755056,0.720432
84.09,0.755000,0.716868
84.10,0.754944,0.719792
84.11,0.754889,0.726355
84.12,0.754833,0.731220
84.13,0.754778,0.730489
84.14,0.754722,0.735195
84.15,0.754667,0.730772
84.16,0.754611,0.733278
84.17,0.754556,0.731626
84.18,0.754500,0.731178
84.19,0.754444,0.725642
84.20,0.754389,0.735412
84.21,0.754333,0.737010
84.22,0.754278,0.739384
84.23,0.754222,0.739583
84.24,0.754167,0.737698
84.25,0.754111,0.741187
84.26,0.754056,0.740067
84.27,0.754000,0.742843
84.28,0.753944,0.743850
84.29,0.753889,0.744923
84.30,0.753833,0.740119
84.31,0.753778,0.744238
84.32,0.753722,0.742057
84.33,0.753667,0.736618
84.34,0.753611,0.743459
84.35,0.753556,0.745154
84.36,0.753500,0.749288
84.37,0.753444,0.745871
84.38,0.753389,0.745699
84.39,0.753333,0.751471
84.40,0.753278,0.750055
84.41,0.753222,0.747958
84.42,0.753167,0.750618
84.43,0.753111,0.749222
84.44,0.753056,0.749960
84.45,0.753000,0.751716
84.46,0.752944,0.749442
84.47,0.752889,0.747879
84.48,0.752833,0.740951
84.49,0.752778,0.741664
84.50,0.752722,0.734228
84.51,0.752667,0.736122
84.52,0.752611,0.730966
84.53,0.752556,0.733807
84.54,0.752500,0.737062
84.55,0.752444,0.738845
84.56,0.752389,0.742329
84.57,0.752333,0.733293
84.58,0.752278,0.742496
84.59,0.752222,0.738761
84.60,0.752167,0.732660
84.61,0.752111,0.732609
84.62,0.752056,0.735787
84.63,0.752000,0.734164
84.64,0.751944,0.732287
84.65,0.751889,0.724641
84.66,0.751833,0.722063
84.67,0.751778,0.728321
84.68,0.751722,0.735601
84.69,0.751667,0.739386
84.70,0.751611,0.736573
84.71,0.751556,0.733339
84.72,0.751500,0.738345
84.73,0.751444,0.734209
84.74,0.751389,0.733347
84.75,0.751333,0.734910
84.76,0.751278,0.734123
84.77,0.751222,0.737008
84.78,0.751167,0.734478
84.79,0.751111,0.734225
84.80,0.751056,0.733243
84.81,0.751000,0.739380
84.82,0.750944,0.737584
84.83,0.750889,0.742831
84.84,0.750833,0.742994
84.85,0.750778,0.740442
84.86,0.750722,0.735894
84.87,0.750667,0.733280
84.88,0.750611,0.732943
84.89,0.750556,0.740110
84.90,0.750500,0.743057
84.91,0.750444,0.738299
84.92,0.750389,0.741625
84.93,0.750333,0.737226
84.94,0.750278,0.743602
84.95,0.750222,0.746306
84.96,0.750167,0.747143
84.97,0.750111,0.754092
84.98,0.750056,0.756519
84.99,0.750000,0.762811
85.00,0.750000,0.759872
85.01,0.750000,0.759014
85.02,0.750000,0.759750
85.03,0.750000,0.759112
85.04,0.750000,0.755891
85.05,0.750000,0.756639
85.06,0.750000,0.755688
85.07,0.750000,0.754674
85.08,0.750000,0.753897
85.09,0.750000,0.754089
85.10,0.750000,0.748134
85.11,0.750000,0.748014
85.12,0.750000,0.753943
85.13,0.750000,0.756740
85.14,0.750000,0.753607
85.15,0.750000,0.751216
85.16,0.750000,0.751409
85.17,0.750000,0.752215
85.18,0.750000,0.748309
85.19,0.750000,0.746318
85.20,0.750000,0.750021
85.21,0.750000,0.752128
85.22,0.750000,0.751976
85.23,0.750000,0.751208
85.24,0.750000,0.748070
85.25,0.750000,0.747749
85.26,0.750000,0.748278
85.27,0.750000,0.750867
85.28,0.750000,0.747425
85.29,0.750000,0.744940
85.30,0.750000,0.739424
85.31,0.750000,0.738479
85.32,0.750000,0.733203
85.33,0.750000,0.730613
85.34,0.750000,0.738525
85.35,0.750000,0.735951
85.36,0.750000,0.734095
85.37,0.750000,0.734595
85.38,0.750000,0.729453
85.39,0.750000,0.732195
85.40,0.750000,0.737548
85.41,0.750000,0.733965
85.42,0.750000,0.738523
85.43,0.750000,0.744167
85.44,0.750000,0.753353
85.45,0.750000,0.750651
85.46,0.750000,0.759394
85.47,0.750000,0.759599
85.48,0.750000,0.764999
85.49,0.750000,0.761669
85.50,0.750000,0.753778
85.51,0.750000,0.756895
85.52,0.750000,0.755943
85.53,0.750000,0.751693
85.54,0.750000,0.752801
85.55,0.750000,0.748980
85.56,0.750000,0.748727
85.57,0.750000,0.750256
85.58,0.750000,0.746105
85.59,0.750000,0.742000
85.60,0.750000,0.739397
85.61,0.750000,0.733558
85.62,0.750000,0.731571
85.63,0.750000,0.726953
85.64,0.750000,0.724790
85.65,0.750000,0.727282
85.66,0.750000,0.723130
85.67,0.750000,0.721209
85.68,0.750000,0.717380
85.69,0.750000,0.715558
85.70,0.750000,0.708392
85.71,0.750000,0.710642
85.72,0.750000,0.708233
85.73,0.750000,0.708200
85.74,0.750000,0.702029
85.75,0.750000,0.704508
85.76,0.750000,0.708047
85.77,0.750000,0.713849
85.78,0.750000,0.712989
85.79,0.750000,0.710912
85.80,0.750000,0.709016
85.81,0.750000,0.712699
85.82,0.750000,0.711570
85.83,0.750000,0.714015
85.84,0.750000,0.708882
85.85,0.750000,0.711114
85.86,0.750000,0.712225
85.87,0.750000,0.710903
85.88,0.750000,0.710039
85.89,0.750000,0.712644
85.90,0.750000,0.715047
85.91,0.750000,0.722673
85.92,0.750000,0.720554
85.93,0.750000,0.723507
85.94,0.750000,0.727393
85.95,0.750000,0.731867
85.96,0.750000,0.730978
85.97,0.750000,0.736988
85.98,0.750000,0.728635
85.99,0.750000,0.735147
86.00,0.750000,0.726339
86.01,0.750000,0.725651
86.02,0.750000,0.728006
86.03,0.750000,0.729235
86.04,0.750000,0.735728
86.05,0.750000,0.738136
86.06,0.750000,0.738690
86.07,0.750000,0.742758
86.08,0.750000,0.747822
86.09,0.750000,0.751041
86.10,0.750000,0.756536
86.11,0.750000,0.763497
86.12,0.750000,0.758555
86.13,0.750000,0.751297
86.14,0.750000,0.751580
86.15,0.750000,0.752587
86.16,0.750000,0.748249
86.17,0.750000,0.749476
86.18,0.750000,0.743590
86.19,0.750000,0.748942
86.20,0.750000,0.743076
86.21,0.750000,0.740022
86.22,0.750000,0.740827
86.23,0.750000,0.738378
86.24,0.750000,0.743508
86.25,0.750000,0.748865
86.26,0.750000,0.749559
86.27,0.750000,0.748040
86.28,0.750000,0.753440
86.29,0.750000,0.750531
86.30,0.750000,0.751060
86.31,0.750000,0.749905
86.32,0.750000,0.749622
86.33,0.750000,0.753719
86.34,0.750000,0.747477
86.35,0.750000,0.745519
86.36,0.750000,0.747890
86.37,0.750000,0.742275
86.38,0.750000,0.741232
86.39,0.750000,0.733672
86.40,0.750000,0.734812
86.41,0.750000,0.727379
86.42,0.750000,0.732279
86.43,0.750000,0.726185
86.44,0.750000,0.729360
86.45,0.750000,0.721809
86.46,0.750000,0.727219
86.47,0.750000,0.729003
86.48,0.750000,0.724584
86.49,0.750000,0.718871
86.50,0.750000,0.716275
86.51,0.750000,0.711071
86.52,0.750000,0.716557
86.53,0.750000,0.719142
86.54,0.750000,0.721009
86.55,0.750000,0.724156
86.56,0.750000,0.728641
86.57,0.750000,0.731822
86.58,0.750000,0.738942
86.59,0.750000,0.734888
86.60,0.750000,0.733683
86.61,0.750000,0.736470
86.62,0.750000,0.735103
86.63,0.750000,0.736693
86.64,0.750000,0.732512
86.65,0.750000,0.737423
86.66,0.750000,0.740700
86.67,0.750000,0.735961
86.68,0.750000,0.732016
86.69,0.750000,0.732265
86.70,0.750000,0.734276
86.71,0.750000,0.729664
86.72,0.750000,0.730834
86.73,0.750000,0.733003
86.74,0.750000,0.731968
86.75,0.750000,0.735860
86.76,0.750000,0.732749
86.77,0.750000,0.730375
86.78,0.750000,0.733804
86.79,0.750000,0.734400
86.80,0.750000,0.731133
86.81,0.750000,0.733804
86.82,0.750000,0.728271
86.83,0.750000,0.730006
86.84,0.750000,0.733654
86.85,0.750000,0.736548
86.86,0.750000,0.742141
86.87,0.750000,0.742126
86.88,0.750000,0.739617
86.89,0.750000,0.739799
86.90,0.750000,0.733636
86.91,0.750000,0.737780
86.92,0.750000,0.732001
86.93,0.750000,0.724768
86.94,0.750000,0.727983
86.95,0.750000,0.728586
86.96,0.750000,0.729380
86.97,0.750000,0.731805
86.98,0.750000,0.731546
86.99,0.750000,0.727660
87.00,0.750000,0.725371
87.01,0.750000,0.726488
87.02,0.750000,0.731521
87.03,0.750000,0.731793
87.04,0.750000,0.727693
87.05,0.750000,0.724989
87.06,0.750000,0.724566
87.07,0.750000,0.722600
87.08,0.750000,0.725693
87.09,0.750000,0.717864
87.10,0.750000,0.719155
87.11,0.750000,0.721226
87.12,0.750000,0.728939
87.13,0.750000,0.727123
87.14,0.750000,0.722255
87.15,0.750000,0.716007
87.16,0.750000,0.715490
87.17,0.750000,0.714477
87.18,0.750000,0.717863
87.19,0.750000,0.719354
87.20,0.750000,0.720900
87.21,0.750000,0.722388
87.22,0.750000,0.724236
87.23,0.750000,0.725917
87.24,0.750000,0.728783
87.25,0.750000,0.734348
87.26,0.750000,0.729841
87.27,0.750000,0.732148
87.28,0.750000,0.734891
87.29,0.750000,0.731403
87.30,0.750000,0.733344
87.31,0.750000,0.730952
87.32,0.750000,0.727501
87.33,0.750000,0.727186
87.34,0.750000,0.724492
87.35,0.750000,0.730729
87.36,0.750000,0.730191
87.37,0.750000,0.733106
87.38,0.750000,0.735807
87.39,0.750000,0.745271
87.40,0.750000,0.741717
87.41,0.750000,0.742967
87.42,0.750000,0.743028
87.43,0.750000,0.738724
87.44,0.750000,0.748603
87.45,0.750000,0.755941
87.46,0.750000,0.750028
87.47,0.750000,0.752225
87.48,0.750000,0.748837
87.49,0.750000,0.749001
87.50,0.750000,0.750192
87.51,0.750000,0.752069
87.52,0.750000,0.755232
87.53,0.750000,0.754540
87.54,0.750000,0.755119
87.55,0.750000,0.751008
87.56,0.750000,0.749118
87.57,0.750000,0.743978
87.58,0.750000,0.742552
87.59,0.750000,0.738584
87.60,0.750000,0.740889
87.61,0.750000,0.749339
87.62,0.750000,0.746890
87.63,0.750000,0.745252
87.64,0.750000,0.741392
87.65,0.750000,0.741931
87.66,0.750000,0.740576
87.67,0.750000,0.741038
87.68,0.750000,0.743557
87.69,0.750000,0.735182
87.70,0.750000,0.731678
87.71,0.750000,0.734952
87.72,0.750000,0.739354
87.73,0.750000,0.747646
87.74,0.750000,0.751692
87.75,0.750000,0.744684
87.76,0.750000,0.742915
87.77,0.750000,0.744224
87.78,0.750000,0.741845
87.79,0.750000,0.750357
87.80,0.750000,0.751190
87.81,0.750000,0.758741
87.82,0.750000,0.757919
87.83,0.750000,0.757640
87.84,0.750000,0.751040
87.85,0.750000,0.741977
87.86,0.750000,0.742902
87.87,0.750000,0.745969
87.88,0.750000,0.737090
87.89,0.750000,0.743798
87.90,0.750000,0.744549
87.91,0.750000,0.742576
87.92,0.750000,0.739846
87.93,0.750000,0.742613
87.94,0.750000,0.737494
87.95,0.750000,0.733283
87.96,0.750000,0.728707
87.97,0.750000,0.732915
87.98,0.750000,0.732298
87.99,0.750000,0.738248
88.00,0.750000,0.745849
88.01,0.750000,0.737287
88.02,0.750000,0.731943
88.03,0.750000,0.726584
88.04,0.750000,0.721728
88.05,0.750000,0.722757
88.06,0.750000,0.719391
88.07,0.750000,0.725494
88.08,0.750000,0.726390
88.09,0.750000,0.721125
88.10,0.750000,0.714910
88.11,0.750000,0.714007
88.12,0.750000,0.705036
88.13,0.750000,0.712173
88.14,0.750000,0.722581
88.15,0.750000,0.724511
88.16,0.750000,0.731150
88.17,0.750000,0.725298
88.18,0.750000,0.725260
88.19,0.750000,0.729590
88.20,0.750000,0.732411
88.21,0.750000,0.730148
88.22,0.750000,0.723814
88.23,0.750000,0.719993
88.24,0.750000,0.720774
88.25,0.750000,0.725991
88.26,0.750000,0.725101
88.27,0.750000,0.729645
88.28,0.750000,0.722086
88.29,0.750000,0.726534
88.30,0.750000,0.725733
88.31,0.750000,0.729629
88.32,0.750000,0.731001
88.33,0.750000,0.732943
88.34,0.750000,0.734085
88.35,0.750000,0.733215
88.36,0.750000,0.733102
88.37,0.750000,0.740363
88.38,0.750000,0.740718
88.39,0.750000,0.738051
88.40,0.750000,0.730392
88.41,0.750000,0.725294
88.42,0.750000,0.721418
88.43,0.750000,0.727022
88.44,0.750000,0.728064
88.45,0.750000,0.725536
88.46,0.750000,0.727876
88.47,0.750000,0.724630
88.48,0.750000,0.722023
88.49,0.750000,0.728126
88.50,0.750000,0.722275
88.51,0.750000,0.723282
88.52,0.750000,0.717088
88.53,0.750000,0.719108
88.54,0.750000,0.716386
88.55,0.750000,0.711172
88.56,0.750000,0.708945
88.57,0.750000,0.711784
88.58,0.750000,0.719708
88.59,0.750000,0.717589
88.60,0.750000,0.720007
88.61,0.750000,0.721090
88.62,0.750000,0.726394
88.63,0.750000,0.724966
88.64,0.750000,0.724521
88.65,0.750000,0.722742
88.66,0.750000,0.726011
88.67,0.750000,0.731754
88.68,0.750000,0.733346
88.69,0.750000,0.729174
88.70,0.750000,0.726918
88.71,0.750000,0.725573
88.72,0.750000,0.719503
88.73,0.750000,0.718010
88.74,0.750000,0.720823
88.75,0.750000,0.725299
88.76,0.750000,0.727123
88.77,0.750000,0.732932
88.78,0.750000,0.730848
88.79,0.750000,0.732992
88.80,0.750000,0.737033
88.81,0.750000,0.741652
88.82,0.750000,0.744031
88.83,0.750000,0.742275
88.84,0.750000,0.742347
88.85,0.750000,0.747503
88.86,0.750000,0.750917
88.87,0.750000,0.757112
88.88,0.750000,0.754474
88.89,0.750000,0.748919
88.90,0.750000,0.751037
88.91,0.750000,0.751208
88.92,0.750000,0.752100
88.93,0.750000,0.745909
88.94,0.750000,0.744711
88.95,0.750000,0.745013
88.96,0.750000,0.746758
88.97,0.750000,0.737231
88.98,0.750000,0.740081
88.99,0.750000,0.745117
89.00,0.750000,0.743739
89.01,0.750000,0.743248
89.02,0.750000,0.742358
89.03,0.750000,0.747410
89.04,0.750000,0.750931
89.05,0.750000,0.748514
89.06,0.750000,0.746395
89.07,0.750000,0.749956
89.08,0.750000,0.756604
89.09,0.750000,0.762492
89.10,0.750000,0.765057
89.11,0.750000,0.763797
89.12,0.750000,0.761955
89.13,0.750000,0.763192
89.14,0.750000,0.757433
89.15,0.750000,0.751985
89.16,0.750000,0.755136
89.17,0.750000,0.755585
89.18,0.750000,0.755287
89.19,0.750000,0.752406
89.20,0.750000,0.752744
89.21,0.750000,0.754210
89.22,0.750000,0.754896
89.23,0.750000,0.749433
89.24,0.750000,0.747072
89.25,0.750000,0.743137
89.26,0.750000,0.749407
89.27,0.750000,0.743834
89.28,0.750000,0.743132
89.29,0.750000,0.743802
89.30,0.750000,0.746931
89.31,0.750000,0.750156
89.32,0.750000,0.744867
89.33,0.750000,0.751488
89.34,0.750000,0.748120
89.35,0.750000,0.743110
89.36,0.750000,0.752181
89.37,0.750000,0.749830
89.38,0.750000,0.745279
89.39,0.750000,0.740786
89.40,0.750000,0.739566
89.41,0.750000,0.736113
89.42,0.750000,0.741496
89.43,0.750000,0.741808
89.44,0.750000,0.742107
89.45,0.750000,0.747170
89.46,0.750000,0.744581
89.47,0.750000,0.743230
89.48,0.750000,0.746799
89.49,0.750000,0.750550
89.50,0.750000,0.745249
89.51,0.750000,0.745431
89.52,0.750000,0.741451
89.53,0.750000,0.741454
89.54,0.750000,0.746124
89.55,0.750000,0.740464
89.56,0.750000,0.736147
89.57,0.750000,0.738730
89.58,0.750000,0.734267
89.59,0.750000,0.730592
89.60,0.750000,0.730261
89.61,0.750000,0.735230
89.62,0.750000,0.743130
89.63,0.750000,0.748568
89.64,0.750000,0.743440
89.65,0.750000,0.739327
89.66,0.750000,0.736916
89.67,0.750000,0.739570
89.68,0.750000,0.737980
89.69,0.750000,0.735619
89.70,0.750000,0.728467
89.71,0.750000,0.724477
89.72,0.750000,0.727160
89.73,0.750000,0.730682
89.74,0.750000,0.732005
89.75,0.750000,0.733688
89.76,0.750000,0.738323
89.77,0.750000,0.733045
89.78,0.750000,0.730961
89.79,0.750000,0.725843
89.80,0.750000,0.724746
89.81,0.750000,0.727838
89.82,0.750000,0.735791
89.83,0.750000,0.728734
89.84,0.750000,0.734475
89.85,0.750000,0.733065
89.86,0.750000,0.728386
89.87,0.750000,0.731860
89.88,0.750000,0.724840
89.89,0.750000,0.729371
89.90,0.750000,0.737160
89.91,0.750000,0.736166
89.92,0.750000,0.736974
89.93,0.750000,0.733295
89.94,0.750000,0.740424
89.95,0.750000,0.747712
89.96,0.750000,0.741050
89.97,0.750000,0.740122
89.98,0.750000,0.742655
89.99,0.750000,0.740532
90.00,0.749944,0.735421
90.01,0.749889,0.729562
90.02,0.749833,0.724430
90.03,0.749778,0.726113
90.04,0.749722,0.724524
90.05,0.749667,0.724029
90.06,0.749611,0.724687
90.07,0.749556,0.731743
90.08,0.749500,0.727969
90.09,0.749444,0.728267
90.10,0.749389,0.726378
90.11,0.749333,0.723315
90.12,0.749278,0.726577
90.13,0.749222,0.726297
90.14,0.749167,0.727269
90.15,0.749111,0.734632
90.16,0.749056,0.732919
90.17,0.749000,0.731680
90.18,0.748944,0.727580
90.19,0.748889,0.728292
90.20,0.748833,0.732601
90.21,0.748778,0.730534
90.22,0.748722,0.731129
90.23,0.748667,0.727967
90.24,0.748611,0.733212
90.25,0.748556,0.738056
90.26,0.748500,0.743140
90.27,0.748444,0.742232
90.28,0.748389,0.747887
90.29,0.748333,0.749192
90.30,0.748278,0.745782
90.31,0.748222,0.741661
90.32,0.748167,0.746395
90.33,0.748111,0.746809
90.34,0.748056,0.748555
90.35,0.748000,0.749200
90.36,0.747944,0.752615
90.37,0.747889,0.744194
90.38,0.747833,0.749859
90.39,0.747778,0.749408
90.40,0.747722,0.746070
90.41,0.747667,0.746270
90.42,0.747611,0.745326
90.43,0.747556,0.748557
90.44,0.747500,0.741929
90.45,0.747444,0.736161
90.46,0.747389,0.730496
90.47,0.747333,0.729693
90.48,0.747278,0.737001
90.49,0.747222,0.729951
90.50,0.747167,0.727713
90.51,0.747111,0.734986
90.52,0.747056,0.734842
90.53,0.747000,0.739783
90.54,0.746944,0.738740
90.55,0.746889,0.734521
90.56,0.746833,0.728793
90.57,0.746778,0.731556
90.58,0.746722,0.735256
90.59,0.746667,0.737573
90.60,0.746611,0.740328
90.61,0.746556,0.739871
90.62,0.746500,0.743575
90.63,0.746444,0.738540
90.64,0.746389,0.735554
90.65,0.746333,0.737646
90.66,0.746278,0.745250
90.67,0.746222,0.747916
90.68,0.746167,0.741680
90.69,0.746111,0.742712
90.70,0.746056,0.741214
90.71,0.746000,0.743704
90.72,0.745944,0.743306
90.73,0.745889,0.749968
90.74,0.745833,0.753903
90.75,0.745778,0.759764
90.76,0.745722,0.760857
90.77,0.745667,0.756830
90.78,0.745611,0.756569
90.79,0.745556,0.761083
90.80,0.745500,0.759836
90.81,0.745444,0.759877
90.82,0.745389,0.763333
90.83,0.745333,0.759513
90.84,0.745278,0.768365
90.85,0.745222,0.759701
90.86,0.745167,0.753316
90.87,0.745111,0.758658
90.88,0.745056,0.759663
90.89,0.745000,0.755757
90.90,0.744944,0.749714
90.91,0.744889,0.748755
90.92,0.744833,0.742752
90.93,0.744778,0.750737
90.94,0.744722,0.755844
90.95,0.744667,0.754032
90.96,0.744611,0.752385
90.97,0.744556,0.756289
90.98,0.744500,0.753526
90.99,0.744444,0.753029
91.00,0.744389,0.751104
91.01,0.744333,0.749145
91.02,0.744278,0.754189
91.03,0.744222,0.753458
91.04,0.744167,0.756787
91.05,0.744111,0.756271
91.06,0.744056,0.751728
91.07,0.744000,0.744758
91.08,0.743944,0.750672
91.09,0.743889,0.744978
91.10,0.743833,0.747563
91.11,0.743778,0.746122
91.12,0.743722,0.747317
91.13,0.743667,0.747118
91.14,0.743611,0.752723
91.15,0.743556,0.746940
91.16,0.743500,0.747165
91.17,0.743444,0.739299
91.18,0.743389,0.743620
91.19,0.743333,0.736809
91.20,0.743278,0.737908
91.21,0.743222,0.729331
91.22,0.743167,0.729451
91.23,0.743111,0.736808
91.24,0.743056,0.731679
91.25,0.743000,0.737296
91.26,0.742944,0.736494
91.27,0.742889,0.731064
91.28,0.742833,0.734314
91.29,0.742778,0.738379
91.30,0.742722,0.740743
91.31,0.742667,0.743849
91.32,0.742611,0.741871
91.33,0.742556,0.741719
91.34,0.742500,0.743334
91.35,0.742444,0.748098
91.36,0.742389,0.746786
91.37,0.742333,0.739824
91.38,0.742278,0.735803
91.39,0.742222,0.735961
91.40,0.742167,0.733837
91.41,0.742111,0.737376
91.42,0.742056,0.738090
91.43,0.742000,0.735468
91.44,0.741944,0.740183
91.45,0.741889,0.740066
91.46,0.741833,0.738917
91.47,0.741778,0.739573
91.48,0.741722,0.744961
91.49,0.741667,0.747877
91.50,0.741611,0.753376
91.51,0.741556,0.746046
91.52,0.741500,0.745915
91.53,0.741444,0.745473
91.54,0.741389,0.750120
91.55,0.741333,0.751806
91.56,0.741278,0.754880
91.57,0.741222,0.753078
91.58,0.741167,0.748127
91.59,0.741111,0.750494
91.60,0.741056,0.746771
91.61,0.741000,0.748567
91.62,0.740944,0.747294
91.63,0.740889,0.748026
91.64,0.740833,0.746870
91.65,0.740778,0.748138
91.66,0.740722,0.743868
91.67,0.740667,0.735716
91.68,0.740611,0.741103
91.69,0.740556,0.741427
91.70,0.740500,0.743603
91.71,0.740444,0.738146
91.72,0.740389,0.732158
91.73,0.740333,0.735492
91.74,0.740278,0.730836
91.75,0.740222,0.731417
91.76,0.740167,0.735187
91.77,0.740111,0.736028
91.78,0.740056,0.737662
91.79,0.740000,0.740990
91.80,0.739944,0.742129
91.81,0.739889,0.749846
91.82,0.739833,0.747245
91.83,0.739778,0.753015
91.84,0.739722,0.756711
91.85,0.739667,0.755303
91.86,0.739611,0.750324
91.87,0.739556,0.751422
91.88,0.739500,0.752480
91.89,0.739444,0.758360
91.90,0.739389,0.761231
91.91,0.739333,0.766587
91.92,0.739278,0.763055
91.93,0.739222,0.761411
91.94,0.739167,0.761271
91.95,0.739111,0.765893
91.96,0.739056,0.761346
91.97,0.739000,0.761202
91.98,0.738944,0.767479
91.99,0.738889,0.771357
92.00,0.738833,0.769917
92.01,0.738778,0.766359
92.02,0.738722,0.768926
92.03,0.738667,0.768086
92.04,0.738611,0.775657
92.05,0.738556,0.768571
92.06,0.738500,0.761223
92.07,0.738444,0.768726
92.08,0.738389,0.773783
92.09,0.738333,0.774208
92.10,0.738278,0.776582
92.11,0.738222,0.783112
92.12,0.738167,0.778956
92.13,0.738111,0.770085
92.14,0.738056,0.769398
92.15,0.738000,0.772248
92.16,0.737944,0.773030
92.17,0.737889,0.767781
92.18,0.737833,0.770374
92.19,0.737778,0.771110
92.20,0.737722,0.770473
92.21,0.737667,0.773997
92.22,0.737611,0.768912
92.23,0.737556,0.763905
92.24,0.737500,0.756905
92.25,0.737444,0.763085
92.26,0.737389,0.764694
92.27,0.737333,0.761902
92.28,0.737278,0.767068
92.29,0.737222,0.768532
92.30,0.737167,0.768076
92.31,0.737111,0.764428
92.32,0.737056,0.769187
92.33,0.737000,0.773877
92.34,0.736944,0.774157
92.35,0.736889,0.769766
92.36,0.736833,0.767190
92.37,0.736778,0.774836
92.38,0.736722,0.771659
92.39,0.736667,0.770760
92.40,0.736611,0.762656
92.41,0.736556,0.761773
92.42,0.736500,0.758226
92.43,0.736444,0.758631
92.44,0.736389,0.760678
92.45,0.736333,0.761512
92.46,0.736278,0.763657
92.47,0.736222,0.761477
92.48,0.736167,0.769203
92.49,0.736111,0.766408
92.50,0.736056,0.755959
92.51,0.736000,0.759534
92.52,0.735944,0.762982
92.53,0.735889,0.764647
92.54,0.735833,0.763151
92.55,0.735778,0.762633
92.56,0.735722,0.760581
92.57,0.735667,0.757773
92.58,0.735611,0.757032
92.59,0.735556,0.760661
92.60,0.735500,0.762712
92.61,0.735444,0.761376
92.62,0.735389,0.760300
92.63,0.735333,0.758429
92.64,0.735278,0.754764
92.65,0.735222,0.752471
92.66,0.735167,0.755742
92.67,0.735111,0.759722
92.68,0.735056,0.760455
92.69,0.735000,0.759092
92.70,0.734944,0.753848
92.71,0.734889,0.752723
92.72,0.734833,0.744191
92.73,0.734778,0.743307
92.74,0.734722,0.747726
92.75,0.734667,0.749089
92.76,0.734611,0.746574
92.77,0.734556,0.735976
92.78,0.734500,0.729581
